Schulnummer;Kurzbezeichnung;Bezirksregierung;Kreis;Gemeinde;Sozialindexstufe
170008;Schwelm, Gym MÑrkisches;BR Arnsberg;Ennepe-Ruhr-Kreis;Schwelm;3
170010;Wetter, Gym Geschwister-Scholl;BR Arnsberg;Ennepe-Ruhr-Kreis;Wetter (Ruhr);1
170021;Hagen, Gym Hohenlimburg;BR Arnsberg;Stadt Hagen;Hagen;3
170033;Iserlohn, Gym Letmathe;BR Arnsberg;MÑrkischen Kreis;Iserlohn;1
170070;Schwerte, Gym Friedrich-BÑhrens;BR Arnsberg;Kreis Unna;Schwerte;2
170082;Schwerte, Gym Ruhrtal;BR Arnsberg;Kreis Unna;Schwerte;2
170094;Hemer, Gym Friedrich-Leopold-Woeste;BR Arnsberg;MÑrkischen Kreis;Hemer;2
170112;Geseke, Gym Antonianum;BR Arnsberg;Kreis Soest;Geseke;1
170148;Lippstadt, Gym Europaschule Ostendorf;BR Arnsberg;Kreis Soest;Lippstadt;3
170150;Erwitte, Gym Glasmerweg;BR Arnsberg;Kreis Soest;Erwitte;2
170173;RÅthen, Gym Friedrich-Spee;BR Arnsberg;Kreis Soest;RÅthen;1
170197;Meschede, Gym Schederweg;BR Arnsberg;Hochsauerlandkreis;Meschede;2
170215;Schmallenberg, Gym Obringhauser Stra·e;BR Arnsberg;Hochsauerlandkreis;Schmallenberg;1
170239;Attendorn, Gym Rivius;BR Arnsberg;Kreis Olpe;Attendorn;2
170240;Lennestadt, Gym Am Biertappen;BR Arnsberg;Kreis Olpe;Lennestadt;2
170276;Olpe, Gym Seminarstr.;BR Arnsberg;Kreis Olpe;Olpe;1
170306;Siegen, Gym Auf der Morgenrîthe;BR Arnsberg;Kreis Siegen-Wittgenstein;Siegen;2
170320;Siegen, Gym FÅrst-Johann-Moritz;BR Arnsberg;Kreis Siegen-Wittgenstein;Siegen;3
170331;Siegen, Gym Am Lîhrtor;BR Arnsberg;Kreis Siegen-Wittgenstein;Siegen;2
170343;Siegen, Gym Peter-Paul-Rubens;BR Arnsberg;Kreis Siegen-Wittgenstein;Siegen;6
170367;Kreuztal, Gym Zum Erbstollen;BR Arnsberg;Kreis Siegen-Wittgenstein;Kreuztal;2
170379;Neunkirchen, Gym Dietrich-Bonhoeffer;BR Arnsberg;Kreis Siegen-Wittgenstein;Neunkirchen;1
170380;Soest, Gym Europaschule Aldegrever;BR Arnsberg;Kreis Soest;Soest;2
170392;Soest, Gym Conrad-von-Soest;BR Arnsberg;Kreis Soest;Soest;1
170409;Soest, Gym Archi;BR Arnsberg;Kreis Soest;Soest;1
170410;Werl, Gym Marien;BR Arnsberg;Kreis Soest;Werl;2
170434;Kamen, Gym Hammer Str.;BR Arnsberg;Kreis Unna;Kamen;2
170446;Unna, Gym Geschwister-Scholl;BR Arnsberg;Kreis Unna;Unna;3
170458;Unna, Gym Ernst-Barlach;BR Arnsberg;Kreis Unna;Unna;1
170460;Unna, Gym Pestalozzi;BR Arnsberg;Kreis Unna;Unna;2
170471;Bergkamen, Gym Hubert-Biernat-Str.;BR Arnsberg;Kreis Unna;Bergkamen;3
170483;Bad Berleburg, Gym Johannes-Althusius;BR Arnsberg;Kreis Siegen-Wittgenstein;Bad Berleburg;1
170501;Bad Laasphe, Gym Steinackerstr.;BR Arnsberg;Kreis Siegen-Wittgenstein;Bad Laasphe;2
183003;Duisburg, GG (Verb.) Lauenburger Allee;BR DÅsseldorf;Stadt Duisburg;Duisburg;2
183027;Kînigswinter, GG Longenburgschule;BR Kîln;Rhein-Sieg-Kreis;Kînigswinter;6
183040;Kîln, Gym Lessing-Gymnasium;BR Kîln;Stadt Kîln;Kîln;2
183076;Essen, GE BockmÅhle;BR DÅsseldorf;Stadt Essen;Essen;9
183088;DÅsseldorf, RS Carl-Benz-Realschule;BR DÅsseldorf;Stadt DÅsseldorf;DÅsseldorf;5
183118;Neunkirchen-Seel., GG Ritter-Gîttscheid;BR Kîln;Rhein-Sieg-Kreis;Neunkirchen-Seelscheid;3
183167;Dortmund, Gym Heinrich-Heine;BR Arnsberg;Stadt Dortmund;Dortmund;4
183246;Erkrath, RS Hochdahl;BR DÅsseldorf;Stadt DÅsseldorf;DÅsseldorf;3
183260;Iserlohn, RS am Hemberg;BR Arnsberg;MÑrkischen Kreis;Iserlohn;5
183271;Ratingen, GG Erich KÑstner-Schule;BR DÅsseldorf;Kreis Mettmann;Ratingen;8
183283;Paderborn, Gym Schlo· Neuhaus;BR Detmold;Kreis Paderborn;Paderborn;2
183301;MÅnster, RS Geschwister-Scholl;BR MÅnster;Stadt MÅnster;MÅnster;5
183313;Bielefeld, GG BÅltmannshofschule;BR Detmold;Stadt Bielefeld;Bielefeld;4
183337;Aachen, GG (Verb.) Richterich;BR Kîln;StÑdteregion Aachen;Aachen;3
183349;Kîln, GG Riphahnstr.;BR Kîln;Stadt Kîln;Kîln;9
183350;Bergisch Gladbach, GG Kippekausen;BR Kîln;Rheinisch-Bergischen Kreis;Bergisch Gladbach;2
183386;Gelsenkirchen, GG Nordsternschule;BR MÅnster;Stadt Gelsenkirchen;Gelsenkirchen;8
183416;Herzogenrath, GG Kohlscheid-Mitte;BR Kîln;StÑdteregion Aachen;Herzogenrath;4
183430;Waldbrîl, GG Hermesdorf;BR Kîln;Oberbergischen Kreis;Waldbrîl;2
183465;Heek, KG Alexander-Hegius;BR MÅnster;Kreis Borken;Heek;2
183477;Heek, KG Bischof-Martin Nienborg;BR MÅnster;Kreis Borken;Heek;2
183519;Bottrop, GG Ludgerusschule;BR MÅnster;Stadt Bottrop;Bottrop;2
183520;Bottrop, GG Vonderort;BR MÅnster;Stadt Bottrop;Bottrop;3
183532;Ratingen, Gym Kopernikus;BR DÅsseldorf;Kreis Mettmann;Ratingen;2
183568;Bocholt, Gym Euregio-Gymnasium;BR MÅnster;Kreis Borken;Bocholt;2
183623;Recklinghausen, GG Kohlkamp;BR MÅnster;Kreis Recklinghausen;Recklinghausen;2
183635;DÅsseldorf, GG Montessori Grundschule;BR DÅsseldorf;Stadt DÅsseldorf;DÅsseldorf;3
183684;MÅnster, Gym Geschwister-Scholl;BR MÅnster;Stadt MÅnster;MÅnster;4
183714;Steinheim, Gym Stettiner Str.;BR Detmold;Kreis Hîxter;Steinheim;1
183726;Kîln, GE Holweide;BR Kîln;Stadt Kîln;Kîln;6
183738;Bergisch Gladbach, GE Paffrath;BR Kîln;Rheinisch-Bergischen Kreis;Bergisch Gladbach;4
183740;Sankt Augustin, Gym Albert-Einstein;BR Kîln;Rhein-Sieg-Kreis;Sankt Augustin;2
183775;Niederkassel, Gym Kopernikus-Gymnasium;BR Kîln;Rhein-Sieg-Kreis;Niederkassel;2
183787;Dormagen, Gym Leibniz;BR DÅsseldorf;Rhein-Kreis Neuss;Dormagen;2
183830;BrÅhl, GG Astrid-Lindgren;BR Kîln;Rhein-Erft-Kreis;BrÅhl;3
183842;Dortmund, GG Buscheischule;BR Arnsberg;Stadt Dortmund;Dortmund;8
183854;Kîln, GH Gustav-Heinemann-Schule;BR Kîln;Stadt Kîln;Kîln;9
183880;Neuss, GG GebrÅder Grimm Schule;BR DÅsseldorf;Rhein-Kreis Neuss;Neuss;7
183891;Haan, GG Bollenberg;BR DÅsseldorf;Kreis Mettmann;Haan;6
183910;Pulheim, Gym Abtei;BR Kîln;Rhein-Erft-Kreis;Pulheim;1
183921;Oberhausen, GG Schwarze Heide;BR DÅsseldorf;Stadt Oberhausen;Oberhausen;4
183957;DÅlmen, RS Hermann-Leeser-Schule;BR MÅnster;Kreis Coesfeld;DÅlmen;3
183970;Attendorn, GG (Verb.) Attandara-Schule;BR Arnsberg;Kreis Olpe;Attendorn;5
184019;Hagen, GE Fritz-Steinhoff-Schule;BR Arnsberg;Stadt Hagen;Hagen;6
184093;Porta Westfalica,GG (Verb) Neesen-Klein.;BR Detmold;Kreis Minden-LÅbbecke;Porta Westfalica;2
184100;Witten, GG Pferdebach;BR Arnsberg;Ennepe-Ruhr-Kreis;Witten;3
184111;Remscheid, GG Hackenberg;BR DÅsseldorf;Stadt Remscheid;Remscheid;4
184159;Overath, Gym Paul-Klee;BR Kîln;Rheinisch-Bergischen Kreis;Overath;1
184160;Wachtberg, GH Wachtberg;BR Kîln;Rhein-Sieg-Kreis;Wachtberg;5
184184;Kîln, GG Clarenhofschule;BR Kîln;Stadt Kîln;Kîln;6
184238;Neukirchen-Vluyn, GG Antoniusschule;BR DÅsseldorf;Kreis Wesel;Neukirchen-Vluyn;4
184240;Bonn, RS Hardtberg;BR Kîln;Stadt Bonn;Bonn;6
184287;Kîln, GE Heinrich-Bîll-Schule;BR Kîln;Stadt Kîln;Kîln;6
184342;Dorsten, GE Wulfen;BR MÅnster;Kreis Recklinghausen;Dorsten;3
184380;Gladbeck, GE Ingeborg-Drewitz;BR MÅnster;Kreis Recklinghausen;Gladbeck;8
184457;Wilnsdorf, RS Wilnsdorf;BR Arnsberg;Kreis Siegen-Wittgenstein;Wilnsdorf;1
184500;Bergisch Gladbach, RS Herkenrath;BR Kîln;Rheinisch-Bergischen Kreis;Bergisch Gladbach;3
184550;Erftstadt, RS Dr.-J.-Fieger-Str.;BR Kîln;Rhein-Erft-Kreis;Erftstadt;2
184615;Bad Salzuflen, RS Aspe;BR Detmold;Kreis Lippe;Bad Salzuflen;3
184640;Essen, Gym öberruhr;BR DÅsseldorf;Stadt Essen;Essen;3
184652;Beverungen, Gym Birkenstra·e;BR Detmold;Kreis Hîxter;Beverungen;2
184664;Bergisch Gladbach, Gym Herkenrath;BR Kîln;Rheinisch-Bergischen Kreis;Bergisch Gladbach;2
184676;MÅnster, Gym Immanuel-Kant;BR MÅnster;Stadt MÅnster;MÅnster;2
184688;Mînchengladbach, Gym Franz-Meyers;BR DÅsseldorf;Stadt Mînchengladbach;Mînchengladbach;2
184690;Erftstadt, Gym Ville-Gymnasium;BR Kîln;Rhein-Erft-Kreis;Erftstadt;2
184706;HÅrth, Gym Albert-Schweitzer;BR Kîln;Rhein-Erft-Kreis;HÅrth;2
184731;Kaarst, Gym Georg-BÅchner;BR DÅsseldorf;Rhein-Kreis Neuss;Kaarst;2
184743;Solingen, GG Uhlandstr.;BR DÅsseldorf;Stadt Solingen;Solingen;2
184846;WÅrselen, GG Friedrichstr.;BR Kîln;StÑdteregion Aachen;WÅrselen;6
184858;Kîln, Gym Heinrich-Heine-Gymnasium;BR Kîln;Stadt Kîln;Kîln;4
184860;Bochum, GG Waldschule;BR Arnsberg;Stadt Bochum;Bochum;7
184883;Bielefeld, GE Laborschule d. Landes NRW;BR Detmold;Stadt Bielefeld;Bielefeld;3
184895;Bonn, GG Om Berg;BR Kîln;Stadt Bonn;Bonn;4
184913;Kîln, GE Lise-Meitner-Gesamtschule;BR Kîln;Stadt Kîln;Kîln;7
184925;Meerbusch, GG Theodor-Fliedner-Schule;BR DÅsseldorf;Rhein-Kreis Neuss;Meerbusch;2
184937;Kîln, GE Willy-Brandt-Gesamtschule;BR Kîln;Stadt Kîln;Kîln;6
184949;Kaarst, GG Stakerseite;BR DÅsseldorf;Rhein-Kreis Neuss;Kaarst;5
184950;Hilden, GG (Verb.) Im Kalstert;BR DÅsseldorf;Kreis Mettmann;Hilden;3
184974;MÅnster, GG Kinderhaus-West;BR MÅnster;Stadt MÅnster;MÅnster;8
184986;Recklinghausen, GG Im Hinsberg;BR MÅnster;Kreis Recklinghausen;Recklinghausen;8
185000;LÅdenscheid, GG Parkstra·e;BR Arnsberg;MÑrkischen Kreis;LÅdenscheid;3
185012;Wuppertal, GG Haarhausen;BR DÅsseldorf;Stadt Wuppertal;Wuppertal;6
185024;Bergheim, GG Gudrun Pausewang;BR Kîln;Rhein-Erft-Kreis;Bergheim;7
185048;Arnsberg, GG MÅggenberg/Rusch;BR Arnsberg;Hochsauerlandkreis;Arnsberg;4
185176;Kîln, GE Europaschule Zollstock;BR Kîln;Stadt Kîln;Kîln;5
185188;Herten, GE Rosa-Parks-Schule;BR MÅnster;Kreis Recklinghausen;Herten;8
185190;Marl, GE Willy-Brandt;BR MÅnster;Kreis Recklinghausen;Marl;6
185218;Wuppertal, RS Max-Planck-Realschule;BR DÅsseldorf;Stadt Wuppertal;Wuppertal;8
185220;MÅnster, RS Wolbeck;BR MÅnster;Stadt MÅnster;MÅnster;4
185231;MÅlheim an der Ruhr,GG am KrÑhenbÅschken;BR DÅsseldorf;Stadt MÅlheim a.d.Ruhr;MÅlheim a.d.Ruhr;2
185243;Duisburg, GG (Verb.) Im Reimel;BR DÅsseldorf;Stadt Duisburg;Duisburg;2
185255;Kîln, Gym Heinrich-Mann-Gymnasium;BR Kîln;Stadt Kîln;Kîln;5
185267;Duisburg, GE SÅd;BR DÅsseldorf;Stadt Duisburg;Duisburg;3
185279;Hagen, GG Boloh;BR Arnsberg;Stadt Hagen;Hagen;5
185310;Bonn, GE Beuel;BR Kîln;Stadt Bonn;Bonn;3
185322;MÅlheim an der Ruhr, Gym Hei·en;BR DÅsseldorf;Stadt MÅlheim a.d.Ruhr;MÅlheim a.d.Ruhr;2
185346;Telgte, GG Don-Bosco-Schule;BR MÅnster;Kreis Warendorf;Telgte;1
185360;Wegberg, Gym Maximilian-Kolbe;BR Kîln;Kreis Heinsberg;Wegberg;1
185413;Kîln, GG Merianstr. I;BR Kîln;Stadt Kîln;Kîln;9
185425;Kîln, GG Soldiner Stra·e;BR Kîln;Stadt Kîln;Kîln;6
185437;Kîln, Gym Kîln-Pesch;BR Kîln;Stadt Kîln;Kîln;2
185449;Wuppertal, GG KÅllenhahn;BR DÅsseldorf;Stadt Wuppertal;Wuppertal;3
185450;Wuppertal, GG Birkenhîhe;BR DÅsseldorf;Stadt Wuppertal;Wuppertal;3
185462;Senden, GG Bîsensell;BR MÅnster;Kreis Coesfeld;Senden;1
185486;Voerde, GG Erich KÑstner Schule;BR DÅsseldorf;Kreis Wesel;Voerde (Niederrhein);4
185528;Bergheim, GG Astrid-Lindgren;BR Kîln;Rhein-Erft-Kreis;Bergheim;9
185541;Halle, GG Lindenschule;BR Detmold;Kreis GÅtersloh;Halle (Westf.);3
185553;Gelsenkirchen, GG Dîrmannsweg;BR MÅnster;Stadt Gelsenkirchen;Gelsenkirchen;9
185607;Korschenbroich, Gym Don-Bosco-Str.;BR DÅsseldorf;Rhein-Kreis Neuss;Korschenbroich;1
185619;Rhede, KG Piusschule;BR MÅnster;Kreis Borken;Rhede;1
185681;Bonn, GG Medinghoven;BR Kîln;Stadt Bonn;Bonn;9
185711;BÅnde, RS Mitte;BR Detmold;Kreis Herford;BÅnde;3
185747;IbbenbÅren, GG Mauritiusschule;BR MÅnster;Kreis Steinfurt;IbbenbÅren;5
185759;IbbenbÅren, GG Ludwig;BR MÅnster;Kreis Steinfurt;IbbenbÅren;5
185760;Kerpen, GG MÅhlenfeld;BR Kîln;Rhein-Erft-Kreis;Kerpen;5
185772;Wuppertal, GE Erich-Fried-Gesamtschule;BR DÅsseldorf;Stadt Wuppertal;Wuppertal;3
185802;Meckenheim, RS Theodor-Heuss-Schule;BR Kîln;Rhein-Sieg-Kreis;Meckenheim;3
185814;Hagen, GG Geweke;BR Arnsberg;Stadt Hagen;Hagen;6
185851;LÅdenscheid, GH Stadtpark;BR Arnsberg;MÑrkischen Kreis;LÅdenscheid;8
185863;Herdecke, RS Am Bleichstein;BR Arnsberg;Ennepe-Ruhr-Kreis;Herdecke;3
185875;Ahaus, RS Anne-Frank-Schule;BR MÅnster;Kreis Borken;Ahaus;2
185929;Dorsten, GG an der Talaue;BR MÅnster;Kreis Recklinghausen;Dorsten;5
186004;Verl, Gym St.-Anna-Stra·e;BR Detmold;Kreis GÅtersloh;Verl;1
186016;Ratingen, Gym Dietrich-Bonhoeffer;BR DÅsseldorf;Kreis Mettmann;Ratingen;4
186090;Meckenheim, GG Merl;BR Kîln;Rhein-Sieg-Kreis;Meckenheim;6
186107;Hamm, GG GebrÅder-Grimm-Schule;BR Arnsberg;Stadt Hamm;Hamm;3
186119;LÅnen, GG Auf dem Kelm;BR Arnsberg;Kreis Unna;LÅnen;6
186120;Herford, GG Obering;BR Detmold;Kreis Herford;Herford;7
186259;Mînchengladbach, GG Montessori;BR DÅsseldorf;Stadt Mînchengladbach;Mînchengladbach;4
186284;Duisburg, GG Astrid-Lindgren-Schule;BR DÅsseldorf;Stadt Duisburg;Duisburg;4
186375;Leopoldshîhe, GE Felix-Fechenbach;BR Detmold;Kreis Lippe;Leopoldshîhe;1
186430;Paderborn, RS In der SÅdstadt;BR Detmold;Kreis Paderborn;Paderborn;6
186442;Bad Oeynhausen, RS Schulzentrum SÅd;BR Detmold;Kreis Minden-LÅbbecke;Bad Oeynhausen;2
186508;Schwerte, GG Albert-Schweitzer-Schule;BR Arnsberg;Kreis Unna;Schwerte;4
186545;Recklinghausen, GG (Verb) GebrÅder-Grimm;BR MÅnster;Kreis Recklinghausen;Recklinghausen;5
186557;Gevelsberg, GG Vogelsang;BR Arnsberg;Ennepe-Ruhr-Kreis;Gevelsberg;8
186612;Ratingen, GG Astrid-Lindgren-Schule;BR DÅsseldorf;Kreis Mettmann;Ratingen;8
186636;Kîln, GG Maria-Montessori;BR Kîln;Stadt Kîln;Kîln;5
186685;Herne, GG Schillerschule;BR Arnsberg;Stadt Herne;Herne;5
186740;Herne, GE Wanne-Eickel;BR Arnsberg;Stadt Herne;Herne;9
186831;Porta Westfalica, Gym Hoppenstr.;BR Detmold;Kreis Minden-LÅbbecke;Porta Westfalica;1
186909;Paderborn, GG Comeniusschule Elsen;BR Detmold;Kreis Paderborn;Paderborn;3
186960;Ratingen, RS KÑthe-Kollwitz-Schule;BR DÅsseldorf;Kreis Mettmann;Ratingen;5
187008;Gladbeck, RS Erich-KÑstner;BR MÅnster;Kreis Recklinghausen;Gladbeck;5
187010;Ahlen, GG Don-Bosco-Schule;BR MÅnster;Kreis Warendorf;Ahlen;2
187021;Niederkassel, RS Alfred-Delp;BR Kîln;Rhein-Sieg-Kreis;Niederkassel;3
187070;Remscheid, GH Hackenberg;BR DÅsseldorf;Stadt Remscheid;Remscheid;6
187215;Oer-Erkenschwick, Gym Willy-Brandt;BR MÅnster;Kreis Recklinghausen;Oer-Erkenschwick;2
187288;Unna, RS Hellweg;BR Arnsberg;Kreis Unna;Unna;2
187306;Sankt Augustin, RS Niederpleis;BR Kîln;Rhein-Sieg-Kreis;Sankt Augustin;3
187343;Unna, GG Liedbachschule;BR Arnsberg;Kreis Unna;Unna;1
187367;öbach-Palenberg, RS Comeniusstr.;BR Kîln;Kreis Heinsberg;öbach-Palenberg;2
187598;LÅdenscheid, GG Tinsberger;BR Arnsberg;MÑrkischen Kreis;LÅdenscheid;9
187744;Heimbach, GG Schînblick;BR Kîln;Kreis DÅren;Heimbach;3
187770;Essen, GE Gustav-Heinemann-Gesamtschule;BR DÅsseldorf;Stadt Essen;Essen;8
187781;Oberhausen, GE Heinrich-Bîll;BR DÅsseldorf;Stadt Oberhausen;Oberhausen;4
187793;Duisburg, GE Gottfried-Wilhelm-Leibniz;BR DÅsseldorf;Stadt Duisburg;Duisburg;5
187811;HÅllhorst, GG (Verb.) Am Wiehengebirge;BR Detmold;Kreis Minden-LÅbbecke;HÅllhorst;3
187902;Kîln, GE Max-Ernst-Gesamtschule;BR Kîln;Stadt Kîln;Kîln;5
188098;Gelsenkirchen, GE Ueckendorf;BR MÅnster;Stadt Gelsenkirchen;Gelsenkirchen;9
188128;Bielefeld, GE Friedrich Wilhelm Murnau;BR Detmold;Stadt Bielefeld;Bielefeld;7
188130;Sankt Augustin, GG am Pleiser Wald;BR Kîln;Rhein-Sieg-Kreis;Sankt Augustin;3
188141;Witten, GE Holzkamp;BR Arnsberg;Ennepe-Ruhr-Kreis;Witten;4
188153;Witten, GE Hardenstein;BR Arnsberg;Ennepe-Ruhr-Kreis;Witten;3
188165;Kîln, GE Katharina-Henoth-Schule;BR Kîln;Stadt Kîln;Kîln;9
188177;Duisburg, GE Heinrich-Heine-Schule;BR DÅsseldorf;Stadt Duisburg;Duisburg;6
188189;MÅlheim an der Ruhr, GE Saarn;BR DÅsseldorf;Stadt MÅlheim a.d.Ruhr;MÅlheim a.d.Ruhr;7
188190;Castrop-Rauxel, GE Willy-Brandt;BR MÅnster;Kreis Recklinghausen;Castrop-Rauxel;6
188207;Dortmund, GE Heinrich-Bîll;BR Arnsberg;Stadt Dortmund;Dortmund;6
188219;Dortmund, GE Geschwister-Scholl;BR Arnsberg;Stadt Dortmund;Dortmund;4
188220;Dortmund, GE Anne-Frank-Schule;BR Arnsberg;Stadt Dortmund;Dortmund;9
188232;DÅsseldorf, GE Heinrich-Heine-Gesamtsch.;BR DÅsseldorf;Stadt DÅsseldorf;DÅsseldorf;7
188268;Aachen, GG Montessori-Schule;BR Kîln;StÑdteregion Aachen;Aachen;8
188293;Monheim, GE Peter-Ustinov;BR DÅsseldorf;Kreis Mettmann;Monheim am Rhein;4
188300;Solingen, GE Alexander-Coppel;BR DÅsseldorf;Stadt Solingen;Solingen;6
188311;Bochum, GE Heinrich-Bîll-Schule;BR Arnsberg;Stadt Bochum;Bochum;5
188499;Duisburg, GE Mitte;BR DÅsseldorf;Stadt Duisburg;Duisburg;5
188517;LÅnen, GE Geschwister-Scholl-Schule;BR Arnsberg;Kreis Unna;LÅnen;4
188554;MÅnster, GH Wolbeck;BR MÅnster;Stadt MÅnster;MÅnster;7
188578;Soest, GG Georgschule;BR Arnsberg;Kreis Soest;Soest;2
188669;Wuppertal, GE Else Lasker-SchÅler;BR DÅsseldorf;Stadt Wuppertal;Wuppertal;8
188700;Dortmund, GE Gartenstadt;BR Arnsberg;Stadt Dortmund;Dortmund;8
188712;Moers, GE Geschwister-Scholl;BR DÅsseldorf;Kreis Wesel;Moers;6
188736;Gelsenkirchen, GE Horst;BR MÅnster;Stadt Gelsenkirchen;Gelsenkirchen;8
188748;Herne, GE Mont-Cenis;BR Arnsberg;Stadt Herne;Herne;7
188803;Recklinghausen, GE KÑthe-Kollwitz;BR MÅnster;Kreis Recklinghausen;Recklinghausen;8
188827;Dortmund, GE Gustav-Heinemann;BR Arnsberg;Stadt Dortmund;Dortmund;8
188839;GÅtersloh, GE Anne-Frank-Schule;BR Detmold;Kreis GÅtersloh;GÅtersloh;6
188864;Aachen, GG Gut Kullen;BR Kîln;StÑdteregion Aachen;Aachen;4
188876;Marl, GE Martin-Luther-King;BR MÅnster;Kreis Recklinghausen;Marl;6
188888;Dinslaken, GE Ernst-Barlach;BR DÅsseldorf;Kreis Wesel;Dinslaken;4
188890;Solingen, GE Geschwister-Scholl-Schule;BR DÅsseldorf;Stadt Solingen;Solingen;5
189017;Bottrop, GE Janusz-Korczak;BR MÅnster;Stadt Bottrop;Bottrop;8
189066;Wuppertal, GE Pina-Bausch;BR DÅsseldorf;Stadt Wuppertal;Wuppertal;4
189078;MÅlheim an der Ruhr, GE Willy-Brandt;BR DÅsseldorf;Stadt MÅlheim a.d.Ruhr;MÅlheim a.d.Ruhr;8
189080;Essen, GE Frida-Levy-Gesamtschule;BR DÅsseldorf;Stadt Essen;Essen;9
189108;Detmold, GE Geschwister-Scholl;BR Detmold;Kreis Lippe;Detmold;5
189110;Aachen, GE Heinrich-Heine-Schule;BR Kîln;StÑdteregion Aachen;Aachen;6
189121;Minden, GE Kurt-Tucholsky;BR Detmold;Kreis Minden-LÅbbecke;Minden;8
189133;Unna, GE Peter-Weiss;BR Arnsberg;Kreis Unna;Unna;4
189145;Mînchengladbach, GE Espenstra·e;BR DÅsseldorf;Stadt Mînchengladbach;Mînchengladbach;9
189169;Kîln, GG Zwirnerstra·e;BR Kîln;Stadt Kîln;Kîln;3
189170;Hagen, GE Haspe;BR Arnsberg;Stadt Hagen;Hagen;6
189194;Tînisvorst, Gym Michael-Ende-Gymnasium;BR DÅsseldorf;Kreis Viersen;Tînisvorst;2
189250;Hamm, GE Friedens;BR Arnsberg;Stadt Hamm;Hamm;5
189261;Duisburg, GE Meiderich;BR DÅsseldorf;Stadt Duisburg;Duisburg;9
189273;Krefeld, GE Kaiserplatz;BR DÅsseldorf;Stadt Krefeld;Krefeld;8
189285;Remscheid, GE Albert-Einstein-Schule;BR DÅsseldorf;Stadt Remscheid;Remscheid;8
189297;Velbert, GE Mitte;BR DÅsseldorf;Kreis Mettmann;Velbert;6
189303;Wesel, GE Am Lauerhaas;BR DÅsseldorf;Kreis Wesel;Wesel;4
189315;Hiddenhausen, GE Olof-Palme;BR Detmold;Kreis Herford;Hiddenhausen;2
189339;Herne, GE Erich-Fried;BR Arnsberg;Stadt Herne;Herne;6
189390;Langerwehe, GE Josef-Schwarz-Stra·e;BR Kîln;Kreis DÅren;Langerwehe;2
189406;Leverkusen, GE Schlebusch;BR Kîln;Stadt Leverkusen;Leverkusen;4
189480;Dormagen, GE Bertha-von-Suttner;BR DÅsseldorf;Rhein-Kreis Neuss;Dormagen;2
189509;Herford, GE Salzufler Str.;BR Detmold;Kreis Herford;Herford;7
189522;DÅren, GE Heinrich-Bîll;BR Kîln;Kreis DÅren;DÅren;8
189534;Paderborn, GG Auf der Lieth;BR Detmold;Kreis Paderborn;Paderborn;5
189558;Sprockhîvel, GE Wilhelm-Kraft;BR Arnsberg;Ennepe-Ruhr-Kreis;Sprockhîvel;4
189560;LÅdenscheid, GE Adolf-Reichwein;BR Arnsberg;MÑrkischen Kreis;LÅdenscheid;7
189571;Iserlohn, GE Iserlohn;BR Arnsberg;MÑrkischen Kreis;Iserlohn;5
189583;Duisburg, GE Walsum;BR DÅsseldorf;Stadt Duisburg;Duisburg;5
189595;Duisburg, GE Erich KÑstner;BR DÅsseldorf;Stadt Duisburg;Duisburg;8
189601;Ratingen, GE Martin-Luther-King;BR DÅsseldorf;Kreis Mettmann;Ratingen;6
189637;GÅtersloh, GG Nordhorn;BR Detmold;Kreis GÅtersloh;GÅtersloh;4
189686;Waldbrîl, GE Hîhenweg;BR Kîln;Oberbergischen Kreis;Waldbrîl;2
189698;Gummersbach, GE Derschlag;BR Kîln;Oberbergischen Kreis;Gummersbach;5
189730;Gelsenkirchen, GE Buer-Mitte;BR MÅnster;Stadt Gelsenkirchen;Gelsenkirchen;6
189807;Hamm, GE Sophie-Scholl-Schule;BR Arnsberg;Stadt Hamm;Hamm;5
189819;DÅsseldorf, GE Hulda-Pankok-Schule;BR DÅsseldorf;Stadt DÅsseldorf;DÅsseldorf;4
189820;Essen, GE Erich-KÑstner-Schule;BR DÅsseldorf;Stadt Essen;Essen;8
189832;Mînchengladbach, GE Volksgarten;BR DÅsseldorf;Stadt Mînchengladbach;Mînchengladbach;8
189844;Oberhausen, GE Fasia-Jansen-Gesamtschule;BR DÅsseldorf;Stadt Oberhausen;Oberhausen;9
189856;Wuppertal, GE Langerfeld;BR DÅsseldorf;Stadt Wuppertal;Wuppertal;7
189868;Neuss, GE Janusz-Korczak;BR DÅsseldorf;Rhein-Kreis Neuss;Neuss;5
189870;Moers, GE Anne-Frank;BR DÅsseldorf;Kreis Wesel;Moers;5
189881;Kempen, GG Regenbogenschule;BR DÅsseldorf;Kreis Viersen;Kempen;2
189911;Saerbeck, GE Maximilian-Kolbe;BR MÅnster;Kreis Steinfurt;Saerbeck;2
189923;Ahlen, GE Fritz-Winter-Gesamtschule;BR MÅnster;Kreis Warendorf;Ahlen;5
189935;Bochum, GE Willy-Brandt;BR Arnsberg;Stadt Bochum;Bochum;7
189947;Bochum, GE Maria Sibylla Merian Schule;BR Arnsberg;Stadt Bochum;Bochum;6
189959;DÅren, GE Anne-Frank;BR Kîln;Kreis DÅren;DÅren;5
189960;Dortmund, GE BrÅnninghausen;BR Arnsberg;Stadt Dortmund;Dortmund;3
189984;Hagen, GE Eilpe;BR Arnsberg;Stadt Hagen;Hagen;5
